RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
768,"15,677,921",Bobrov,720,Germany,Male,60,9,"115,921",2,0,0,"157,552",1
769,"15,724,296",Kerr,684,Spain,Male,41,2,"119,783",2,0,0,"120,285",0
770,"15,685,329",McKenzie,531,France,Female,63,1,"114,716",1,0,1,"24,507",1
771,"15,584,091",Pitts,742,Germany,Female,36,2,"129,749",2,0,0,"47,272",1
772,"15,640,442",Standish,717,France,Male,31,4,"129,723",1,0,0,"41,177",0
773,"15,639,314",Cartwright,589,France,Male,32,2,0,2,0,1,"9,469",0
774,"15,685,320",Johnstone,767,France,Male,36,3,"139,180",1,0,0,"123,880",0
775,"15,789,158",Nikitina,636,Germany,Male,49,6,"113,600",2,1,0,"158,887",1
776,"15,752,137",McElroy,648,France,Male,33,7,"134,944",1,1,1,"117,036",0
777,"15,712,551",Shen,622,Germany,Female,58,7,"116,922",1,1,0,"120,416",1
778,"15,628,936",Archer,692,Spain,Male,28,9,"118,945",1,0,0,"16,064",1
779,"15,797,227",Otutodilinna,754,France,Male,28,8,0,2,1,1,"52,616",0
780,"15,769,974",Shih,679,Spain,Female,35,8,"119,183",1,0,0,"121,210",0
781,"15,737,051",Denisov,639,France,Male,27,8,0,2,1,0,"192,247",0
782,"15,585,595",Owens,774,France,Female,28,1,"71,264",2,0,1,"68,760",0
783,"15,654,060",P'eng,517,France,Male,41,2,0,2,0,1,"75,937",0
784,"15,745,196",Verco,571,France,Female,35,8,0,2,0,0,"84,569",0
785,"15,571,221",Bergamaschi,747,Germany,Male,58,7,"116,314",1,1,1,"190,696",1
786,"15,660,155",Lorenzo,792,Spain,Male,36,5,"92,140",1,0,1,"67,469",0
787,"15,605,284",Outtrim,688,France,Male,26,1,0,2,1,1,"104,436",0
788,"15,694,366",Hou,714,Germany,Male,42,2,"177,640",1,0,1,"47,167",0
789,"15,600,739",Galkin,562,Spain,Female,35,0,0,2,1,0,"119,900",0
790,"15,653,253",Pagnotto,704,Spain,Male,48,8,"167,998",1,1,1,"173,498",0
791,"15,763,431",Echezonachukwu,698,France,Male,36,2,"82,275",2,1,1,"93,249",0
792,"15,643,696",Young,611,France,Male,49,3,0,2,1,1,"142,918",0
793,"15,707,473",Summers,850,Germany,Female,48,6,"111,963",1,1,0,"111,756",0
794,"15,769,504",Munro,743,Germany,Female,34,1,"131,737",1,1,1,"108,543",0
795,"15,776,807",Brennan,654,France,Male,29,1,0,1,1,0,"180,345",0
796,"15,686,870",Ball,761,Germany,Male,36,8,"108,239",2,0,0,"99,444",0
797,"15,668,747",Virgo,702,France,Female,46,9,"98,444",1,0,1,"109,563",0
798,"15,766,908",Trevisani,488,Germany,Male,32,3,"114,540",1,1,0,"92,568",0
799,"15,570,134",Padovano,683,France,Female,35,6,"187,531",2,1,1,"37,976",0
800,"15,567,367",Tao,601,Germany,Female,42,9,"133,636",1,0,1,"103,316",0
801,"15,747,542",Perez,605,France,Male,52,7,0,2,1,1,"173,953",0
802,"15,762,238",Fraser,671,Germany,Female,44,0,"84,745",2,0,1,"34,674",0
803,"15,681,554",Alley,614,Germany,Female,31,7,"120,599",2,1,1,"46,163",0
804,"15,712,825",Howells,511,Spain,Female,29,9,0,2,0,1,"140,677",0
805,"15,640,280",Cameron,850,France,Male,39,4,"127,771",2,0,1,"151,739",0
806,"15,756,026",Hooper,790,Spain,Female,46,9,0,1,0,0,"14,680",1
807,"15,613,319",Rice,793,France,Female,33,0,0,1,0,0,"175,544",0
808,"15,798,906",Cox,628,France,Male,69,5,0,2,1,1,"181,965",0
809,"15,708,917",Martin,598,Germany,Male,53,10,"167,773",1,1,1,"136,887",0
810,"15,778,463",Ikenna,657,France,Female,37,6,"95,846",1,1,0,"122,218",0
811,"15,699,430",Davide,618,France,Female,35,10,0,2,1,0,"180,440",0
812,"15,649,992",Alexander,681,Spain,Male,65,7,"134,715",2,0,1,"190,420",0
813,"15,578,980",Piazza,516,Spain,Female,33,3,0,2,1,1,"58,686",0
814,"15,775,306",Ni,421,Germany,Male,28,8,"122,384",3,1,1,"89,017",1
815,"15,641,655",Black,700,France,Female,26,2,0,2,0,0,"50,051",0
816,"15,619,708",Harker,745,France,Male,25,5,"157,993",2,1,0,"146,041",0
817,"15,734,565",Hughes,696,France,Male,29,8,0,2,1,0,"191,166",0
818,"15,806,438",Chiabuotu,580,Germany,Female,42,2,"123,331",1,0,0,"103,516",1
819,"15,591,969",Kuo,497,Spain,Male,27,9,"75,263",1,1,1,"164,825",0
820,"15,747,807",Gallagher,720,France,Female,43,6,"137,824",2,1,0,"172,558",0
821,"15,596,939",Calabresi,659,Germany,Male,36,4,"132,579",2,1,0,"84,321",0
822,"15,716,155",Shaw,841,France,Female,36,5,"156,021",1,0,0,"122,663",0
823,"15,765,311",Zhirov,642,Spain,Male,34,8,0,1,1,0,"72,085",0
824,"15,757,811",Lloyd,732,Spain,Female,69,9,"137,453",1,0,1,"110,932",1
825,"15,603,830",Palmer,600,Spain,Male,36,4,0,2,1,0,"143,635",0
826,"15,660,602",Ch'eng,464,Germany,Male,33,8,"164,285",2,1,1,"3,710",0
827,"15,660,535",Avent,680,France,Female,47,5,0,2,1,1,"179,843",0
828,"15,666,633",Huang,758,Spain,Male,56,1,0,2,1,1,"10,643",0
829,"15,596,914",Shaw,630,Germany,Female,31,2,"112,373",2,1,1,"131,168",0
830,"15,639,788",Yuan,577,France,Female,39,10,0,2,1,0,"10,553",0
831,"15,695,846",Hawkins,684,France,Female,34,6,0,2,1,1,"130,928",0
832,"15,726,234",Trentini,708,Spain,Female,41,5,0,1,0,1,"157,004",0
833,"15,797,964",Cameron,732,Germany,Female,29,1,"154,334",1,1,1,"138,528",0
834,"15,625,881",Koehler,634,Germany,Male,37,3,"111,433",2,1,1,"167,032",0
835,"15,780,628",Wu,633,France,Female,30,6,0,2,0,0,"41,642",0
836,"15,575,883",Manna,559,France,Male,34,2,"137,390",2,1,0,"9,677",0
837,"15,585,036",Okoli,694,Spain,Female,37,3,0,2,1,1,"147,012",0
838,"15,589,488",Ch'eng,686,Germany,Female,56,5,"111,642",1,1,1,"80,554",0
839,"15,585,888",Nwokezuike,553,Spain,Female,48,3,0,1,0,1,"30,731",1
840,"15,727,915",Artemiev,507,France,Male,36,4,"83,543",1,0,0,"140,134",0
841,"15,707,567",Esposito,732,Germany,Male,50,6,"145,339",1,0,0,"91,936",1
842,"15,737,792",Abbie,818,France,Female,31,1,"186,796",1,0,0,"178,253",0
843,"15,599,433",Fanucci,660,Germany,Male,35,8,"58,641",1,0,1,"198,674",0
844,"15,672,012",Jen,773,Spain,Female,41,5,0,1,1,0,"28,267",1
845,"15,806,983",Moss,640,France,Male,44,3,"137,149",1,1,0,"92,381",0
846,"15,592,222",Lo,505,France,Male,49,7,"80,001",1,0,0,"135,180",0
847,"15,608,968",Averyanov,714,Germany,Male,21,6,"86,403",2,0,0,"27,331",0
848,"15,586,959",Unaipon,468,France,Female,42,5,0,2,1,0,"125,305",0
849,"15,646,558",Clamp,611,Spain,Male,51,1,"122,875",1,1,1,"149,648",0
850,"15,725,811",Lim,705,France,Male,25,0,"97,544",1,0,1,"59,887",0
851,"15,572,265",Wu,646,Germany,Male,46,1,"170,827",2,1,0,"45,041",0
852,"15,794,048",Wan,667,Germany,Female,48,1,"97,134",2,0,0,"113,317",1
853,"15,677,610",Chambers,511,Germany,Female,41,8,"153,896",1,1,1,"39,087",0
854,"15,745,012",Pettit,653,France,Female,43,6,0,2,1,1,"7,331",0
855,"15,601,589",Baresi,675,France,Female,57,8,0,2,0,1,"95,463",0
856,"15,686,436",Newbery,523,Spain,Male,32,4,0,2,1,0,"167,848",0
857,"15,693,864",Iheanacho,567,Germany,Female,49,5,"134,956",1,1,0,"93,954",1
858,"15,760,550",Duncan,741,Spain,Male,39,7,"143,638",2,0,1,"174,228",0
859,"15,686,137",Barry,456,Spain,Male,32,9,"147,506",1,1,1,"135,399",0
860,"15,809,087",Landry,598,France,Male,64,1,0,2,1,0,"195,635",1
861,"15,807,663",McGregor,667,France,Male,43,8,"190,227",1,1,0,"97,508",1
862,"15,809,100",Nucci,548,France,Female,32,2,"172,449",1,1,0,"188,084",1
863,"15,794,916",Pirogov,725,France,Male,41,7,"113,980",1,1,1,"116,704",0
864,"15,614,215",Oguejiofor,717,France,Male,53,6,0,2,0,1,"97,615",0
865,"15,805,449",Ugochukwu,594,France,Male,38,4,0,2,0,0,"186,884",0
866,"15,686,983",Rohu,678,Germany,Female,25,10,"76,968",2,0,1,"131,502",0
867,"15,808,017",Cary,545,France,Male,38,1,"88,293",2,1,1,"24,303",0
868,"15,756,804",O'Loghlen,636,France,Female,48,1,"170,833",1,1,0,"110,510",1
869,"15,646,810",Quinn,603,Germany,Male,44,6,"108,122",2,1,0,"108,488",1
870,"15,710,424",Page,435,France,Male,36,4,0,1,1,1,"197,015",0
871,"15,799,422",Evans,535,France,Female,40,8,0,1,1,1,"27,690",0
872,"15,692,750",McGregor,629,Germany,Female,45,7,"129,818",3,1,0,"9,218",1
873,"15,794,549",Andrews,722,France,Female,35,2,"163,944",2,1,1,"15,068",0
874,"15,803,764",Stanley,561,France,Male,28,7,0,2,1,0,7797.01,0
875,"15,674,840",Chiazagomekpere,645,France,Female,38,5,"101,430",2,0,1,"4,400",0
876,"15,653,762",Chidiebele,501,France,Female,39,9,"117,302",1,0,0,"182,026",0
877,"15,581,229",Gregory,502,Germany,Female,32,1,"173,341",1,0,1,"122,764",0
878,"15,800,228",Bednall,652,Spain,Female,42,4,0,2,1,1,"38,152",0
879,"15,656,333",Jen,574,France,Female,33,3,"134,349",1,1,0,"63,164",0
880,"15,697,497",She,518,France,Female,45,9,"105,526",2,1,1,"73,418",0
881,"15,585,362",Simmons,749,France,Female,60,6,0,1,1,0,"17,979",1
882,"15,571,928",Fraser,679,France,Female,43,4,0,3,1,0,"115,137",1
883,"15,785,519",May,565,France,Male,36,6,"106,192",1,1,0,"149,576",0
884,"15,743,007",Seabrook,643,France,Female,45,4,"45,144",1,1,0,"60,917",1
885,"15,777,211",Herrera,515,France,Male,65,7,"92,114",1,1,1,"142,548",0
886,"15,721,935",Kincaid,521,France,Male,25,7,0,2,1,1,"157,879",0
887,"15,591,711",Sleeman,739,Spain,Male,38,0,"128,366",1,1,0,"12,796",0
888,"15,625,021",Hung,585,France,Male,42,2,0,2,1,1,"18,658",0
889,"15,702,968",Artemieva,733,Germany,Male,74,3,"106,546",1,1,1,"134,590",0
890,"15,600,462",Barwell,542,France,Female,43,8,"145,618",1,0,1,"10,351",0
891,"15,768,104",Wright,788,Spain,Male,37,8,"141,541",1,0,0,"66,013",0
892,"15,780,140",Bellucci,435,Germany,Male,32,2,"57,017",2,1,1,5907.11,0
893,"15,585,255",Moore,577,France,Male,42,9,0,1,1,0,"74,078",0
894,"15,772,781",Ball,703,France,Female,51,3,0,3,1,1,"77,295",1
895,"15,669,987",Sung,728,Germany,Female,35,8,"125,885",2,1,0,"54,359",1
896,"15,697,000",Mello,728,Germany,Male,32,5,"61,826",1,1,1,"156,125",0
897,"15,733,119",Mistry,718,France,Male,35,8,0,2,1,0,"94,821",0
898,"15,782,390",T'ien,621,France,Female,40,6,0,1,1,0,"155,155",0
899,"15,654,700",Fallaci,523,France,Female,40,2,"102,967",1,1,0,"128,702",1
900,"15,632,210",Hill,657,Germany,Male,25,2,"171,771",1,1,0,"22,746",0
901,"15,642,041",Burns,727,Germany,Male,40,1,"93,052",2,1,0,"71,865",1
902,"15,709,737",Hunter,643,France,Male,36,7,"161,065",2,0,1,"84,295",0
903,"15,792,388",Li,645,France,Female,48,7,"90,612",1,1,1,"149,139",0
904,"15,786,014",Ku,568,France,Male,28,5,"145,106",2,1,0,"185,489",0
905,"15,794,580",Ch'en,599,France,Male,58,4,0,1,0,0,"176,407",1
906,"15,675,964",Chukwukadibia,672,France,Female,45,9,0,1,1,1,"92,028",1
907,"15,814,275",Zikoranachidimma,685,France,Male,33,6,"174,913",1,1,1,"43,933",0
908,"15,724,848",Oluchukwu,516,France,Female,46,1,"104,948",1,1,0,"115,789",1
909,"15,754,713",Rivera,685,Spain,Male,31,10,"135,214",1,1,1,"125,777",0
910,"15,693,814",Niu,806,Spain,Male,25,7,0,2,1,0,"18,462",0
911,"15,599,660",Bennett,604,France,Male,36,6,"116,230",2,1,1,"79,633",0
912,"15,746,490",Wollstonecraft,648,Spain,Female,53,6,"111,201",1,1,1,"121,542",0
913,"15,566,091",Thomsen,545,Spain,Female,32,4,0,1,1,0,"94,739",0
914,"15,655,961",Palermo,756,Germany,Male,27,1,"131,899",1,1,0,"93,302",0
915,"15,710,404",Chinwendu,569,France,Male,35,10,"124,526",1,1,1,"193,794",0
916,"15,775,625",McKenzie,596,France,Male,47,6,0,1,1,0,"74,836",0
917,"15,792,328",James,475,France,Male,39,6,0,1,1,1,"57,000",1
918,"15,719,856",Lamb,646,France,Female,45,3,"47,135",1,1,1,"57,236",0
919,"15,593,773",Olejuru,784,Spain,Male,35,3,0,2,0,0,"81,484",0
920,"15,733,114",Hay,552,Spain,Male,45,9,0,2,1,0,"26,753",0
921,"15,797,748",Lu,729,France,Male,44,5,0,2,0,1,"9,201",0
922,"15,743,411",Chiawuotu,609,Spain,Male,61,1,0,1,1,0,"22,448",1
923,"15,753,337",Yeates,555,France,Male,51,5,0,3,1,0,"189,123",1
924,"15,601,026",Gallagher,572,Germany,Female,19,1,"138,657",1,1,1,"16,162",0
925,"15,658,485",Heath,785,France,Female,34,9,"70,302",1,1,1,"68,600",0
926,"15,636,731",Ts'ai,714,Germany,Female,36,1,"101,609",2,1,1,448,0
927,"15,628,303",Thurgood,738,Spain,Male,35,3,0,1,1,1,"15,651",0
928,"15,633,461",Pai,639,Germany,Male,38,5,"130,171",1,1,1,"149,600",0
929,"15,677,135",Lorenzo,520,Germany,Male,61,8,"133,802",2,1,1,"90,304",0
930,"15,590,876",Knupp,764,France,Female,24,7,"106,234",1,0,0,"115,676",0
931,"15,790,782",Baryshnikov,661,Spain,Male,39,6,"132,629",1,0,0,"38,813",0
932,"15,700,476",Azubuike,564,Germany,Male,41,9,"103,523",2,1,1,"34,338",0
933,"15,634,141",Shephard,708,Germany,Female,42,8,"192,391",2,1,0,823,0
934,"15,737,795",Scott,512,Spain,Male,36,1,0,1,0,1,"135,482",1
935,"15,790,299",Williamson,592,Spain,Male,37,9,0,3,1,1,"10,657",0
936,"15,675,316",Avdeeva,619,France,Female,38,3,0,2,0,1,"116,467",0
937,"15,613,630",Tang,775,France,Male,52,8,"109,923",1,1,1,"96,823",1
938,"15,662,100",Hsu,850,Germany,Female,44,5,"128,605",1,0,1,"171,096",0
939,"15,668,032",Buchanan,577,France,Female,37,4,0,1,1,1,"79,881",0
940,"15,599,289",Yeh,724,France,Female,37,10,"68,599",1,1,0,"157,863",0
941,"15,754,084",Palazzi,710,Spain,Male,35,1,"106,519",1,1,1,"127,952",0
942,"15,676,521",Y?an,696,France,Female,31,8,0,2,0,0,"191,074",0
943,"15,804,586",Lin,376,France,Female,46,6,0,1,1,0,"157,334",1
944,"15,781,465",Schofield,675,Germany,Female,29,8,"121,326",1,1,0,"133,458",0
945,"15,729,362",Lombardi,745,France,Male,36,8,"67,226",1,1,0,"130,790",0
946,"15,709,295",Wall,697,Spain,Female,25,5,"82,932",2,1,1,"128,374",0
947,"15,745,324",Milani,599,Spain,Female,39,4,0,1,1,0,"194,273",1
948,"15,741,336",Ejimofor,715,France,Female,38,5,"118,590",1,1,1,"5,684",1
949,"15,783,659",Blackburn,659,France,Male,67,4,"145,982",1,1,1,"131,043",0
950,"15,620,981",Wickham,684,France,Female,48,3,"73,309",1,0,0,"21,228",1
951,"15,630,328",Bird,635,France,Female,48,8,"130,796",2,1,1,"43,250",0
952,"15,785,899",Ch'en,789,Germany,Male,33,8,"151,608",1,1,0,4389.4,0
953,"15,606,149",Wood,571,Germany,Female,66,9,"111,577",1,0,1,"189,272",0
954,"15,671,139",Brizendine,694,Spain,Male,39,0,"107,043",1,1,1,"102,284",0
955,"15,660,429",Ch'in,665,Spain,Female,42,2,"156,372",2,0,1,"156,775",1
956,"15,571,002",Yusupov,706,France,Female,44,4,"129,606",1,0,0,"69,865",0
957,"15,631,681",Jibunoh,807,Spain,Female,43,0,0,2,0,1,"85,523",0
958,"15,731,522",Ts'ui,771,Spain,Female,67,8,0,2,1,1,"51,220",0
959,"15,619,529",Ndukaku,531,Spain,Male,27,8,"132,576",1,0,0,"7,223",0
960,"15,628,034",Wilder,629,France,Female,37,6,"129,101",1,1,1,"23,971",0
961,"15,686,164",Maclean,850,Germany,Female,31,1,"108,822",1,1,1,"132,173",0
962,"15,582,797",Ch'iu,685,Spain,Male,35,4,"137,949",1,1,0,"113,640",0
963,"15,753,831",Cox,642,Spain,Male,32,7,"100,434",1,1,1,"39,769",0
964,"15,731,815",Nepean,529,Spain,Male,63,4,"96,134",3,1,0,"108,733",1
965,"15,580,956",McNess,683,Germany,Female,43,4,"115,888",1,1,1,"117,349",1
966,"15,602,084",Coles,663,France,Female,42,5,"124,626",1,1,1,"78,005",0
967,"15,589,805",Benson,563,France,Female,34,6,"139,810",1,1,1,"152,418",0
968,"15,720,893",Gilbert,637,Spain,Female,34,9,0,2,0,0,"26,057",0
969,"15,641,009",Wilhelm,544,France,Male,37,3,"84,497",1,0,0,"79,972",0
970,"15,605,926",Sinclair,649,Germany,Male,70,9,"116,855",2,0,1,"107,126",0
971,"15,805,955",L?,638,France,Female,48,10,"138,333",1,1,1,"47,679",0
972,"15,801,488",Buckner,723,France,Male,25,3,0,2,1,1,"134,509",0
973,"15,605,918",Padovesi,635,Germany,Male,43,5,"78,993",2,0,0,"153,265",0
974,"15,779,711",Gray,750,Spain,Female,38,7,"97,257",2,0,1,"179,883",0
975,"15,705,620",Lu,730,France,Male,34,5,"122,453",2,1,0,"138,883",0
976,"15,685,357",Wright,750,Spain,Female,36,8,"112,940",1,0,1,"9,856",0
977,"15,570,060",Palerma,586,France,Female,43,8,"132,558",1,1,0,"67,047",1
978,"15,582,616",Y?an,520,France,Female,38,4,0,2,1,0,"56,389",0
979,"15,799,515",Wei,652,France,Female,48,8,"133,297",1,1,0,"77,764",0
980,"15,642,937",Padovesi,550,France,Female,46,7,0,2,1,0,"130,590",0
981,"15,624,729",Tsao,594,France,Male,27,0,"197,042",1,0,0,"151,912",0
982,"15,566,156",Franklin,749,Germany,Female,44,0,"71,498",2,0,0,"151,084",0
983,"15,792,360",Clark,668,France,Male,32,7,0,2,1,1,777,0
984,"15,807,008",McGregor,614,Germany,Female,35,6,"128,100",1,0,0,"69,454",1
985,"15,704,770",Pan,773,France,Male,25,1,"124,533",2,0,1,"11,724",0
986,"15,756,475",Kenniff,551,Germany,Male,31,9,"82,294",2,1,1,"91,565",0
987,"15,655,339",Spencer,566,France,Male,36,1,"142,121",1,1,0,"79,616",0
988,"15,613,749",Lees,569,Spain,Male,34,0,"151,839",1,1,0,"102,300",1
989,"15,664,521",David,659,Spain,Male,31,7,"149,621",2,1,1,"104,534",0
990,"15,681,206",Hsing,722,France,Female,49,3,"168,198",1,1,0,"140,766",1
991,"15,745,527",Burke,655,France,Male,37,5,"93,147",2,1,0,"66,214",0
992,"15,806,926",Watson,615,France,Female,35,2,"97,440",2,1,1,"139,816",0
993,"15,724,563",Hawkins,752,Germany,Female,42,3,"65,046",2,0,1,"140,139",0
994,"15,782,899",Ginn,661,Spain,Female,28,7,"95,357",1,0,0,"102,297",0
995,"15,623,521",Sozonov,838,Spain,Male,43,9,"123,106",2,1,0,"145,766",0
996,"15,810,218",Sun,610,Spain,Male,29,9,0,3,0,1,"83,912",0
997,"15,645,621",Hunter,811,Spain,Male,44,3,0,2,0,1,"78,440",0
998,"15,608,114",Manfrin,587,Spain,Male,62,7,"121,286",1,0,1,"6,777",0
999,"15,659,557",Artamonova,811,Germany,Female,28,4,"167,739",2,1,1,"9,903",0
"1,000","15,787,772",Hansen,759,France,Female,38,1,"104,091",1,0,0,"91,562",0
"1,001","15,691,111",Pai,648,Germany,Female,42,8,"121,981",2,1,0,4027.02,0
"1,002","15,592,089",Larsen,788,France,Female,43,10,0,2,1,1,"116,112",0
"1,003","15,633,897",Owen,725,Germany,Male,39,1,"50,881",2,1,1,"184,024",0
"1,004","15,701,301",Murphy,646,France,Female,42,3,"175,160",2,0,0,"67,124",1
"1,005","15,723,685",Ekechukwu,601,Germany,Female,26,7,"105,515",2,1,0,"50,071",0
"1,006","15,701,602",Ayers,521,Germany,Male,52,5,"116,497",3,0,0,"53,793",1
"1,007","15,739,189",Johnson,561,Spain,Female,33,6,0,2,1,0,"45,261",0
"1,008","15,573,086",Millar,564,France,Male,42,7,"99,824",1,1,1,"36,721",0
"1,009","15,569,050",Farrell,444,France,Male,45,6,0,1,1,0,"130,010",1
"1,010","15,750,765",Sanders,650,Spain,Male,71,0,0,1,1,1,"175,381",0
"1,011","15,799,811",Herrera,724,France,Male,40,10,0,1,1,0,"127,847",1
"1,012","15,698,442",Eberechukwu,719,Spain,Male,35,3,"122,965",1,1,1,"138,232",0
"1,013","15,655,274",Bardin,548,France,Female,29,4,0,2,0,1,"48,673",0
"1,014","15,603,594",Nwankwo,635,Spain,Male,24,4,0,2,1,1,"70,669",0
"1,015","15,585,961",Talbot,496,Spain,Female,43,3,0,2,0,1,"199,506",0
"1,016","15,686,936",McGregor,676,France,Female,37,5,"89,635",1,1,1,"169,583",1
"1,017","15,770,424",Onyeorulu,541,Germany,Male,40,7,"95,710",2,1,0,"49,063",0
"1,018","15,587,451",Goold,778,Germany,Male,41,7,"139,706",1,1,0,"63,337",0
"1,019","15,602,010",Zikoranaudodimma,850,Germany,Female,45,5,"103,910",1,1,0,"60,083",1
"1,020","15,600,583",Garner,633,France,Male,31,1,0,1,1,0,"48,607",0
"1,021","15,654,673",Onyinyechukwuka,625,France,Male,49,6,"173,435",1,1,0,"165,581",1
"1,022","15,717,164",Genovese,485,Spain,Male,32,6,"102,238",2,1,1,"194,010",0
"1,023","15,765,014",Mai,547,France,Female,48,1,"179,381",2,0,1,"69,263",0
"1,024","15,682,639",Marshall,642,France,Male,32,3,0,2,1,1,"88,699",0
"1,025","15,729,279",Naylor,718,France,Female,25,4,"108,692",1,1,0,"63,031",0
"1,026","15,759,805",Pinto,582,France,Female,32,4,0,2,1,0,"59,669",0
"1,027","15,767,864",Fulton,628,France,Male,33,6,0,2,0,0,"184,230",0
"1,028","15,769,948",Palerma,737,Germany,Male,35,0,"133,378",1,0,1,"64,050",0
"1,029","15,686,345",McCaffrey,828,Spain,Male,34,9,0,2,1,1,"81,854",0
"1,030","15,688,071",Collins,609,Spain,Male,53,10,0,1,1,1,"154,643",0
"1,031","15,681,174",Zuev,730,France,Male,39,1,"116,538",1,0,0,"145,680",0
"1,032","15,667,521",Crawford,631,France,Female,22,3,0,2,0,0,"30,782",0
"1,033","15,750,243",Genovese,830,Spain,Male,40,4,0,2,0,1,"81,623",0
"1,034","15,695,475",Maclean,645,France,Male,29,1,"130,131",2,0,1,"196,474",0
"1,035","15,689,176",Fabro,663,France,Male,46,3,0,2,0,1,"176,276",0
"1,036","15,652,955",Price,678,Spain,Male,30,0,0,1,1,0,"35,113",0
"1,037","15,668,958",Chatfield,521,France,Male,30,2,"107,316",1,1,0,"64,300",0
"1,038","15,631,054",Volkova,625,France,Female,24,1,0,2,1,1,"180,970",0
"1,039","15,581,479",Archer,523,France,Male,30,1,"83,181",1,1,1,"138,177",0
"1,040","15,577,478",Ch'iu,714,France,Female,72,3,0,1,1,1,"86,734",0
"1,041","15,780,870",McKay,580,Spain,Male,67,3,"153,946",1,1,1,"7,419",0
"1,042","15,692,317",Craig,722,France,Male,30,5,0,2,1,0,"166,377",0
"1,043","15,593,969",Abramovich,630,Spain,Female,39,7,"135,483",1,1,0,"140,881",1
"1,044","15,570,417",Chien,579,France,Male,35,1,0,2,1,0,4460.2,0
"1,045","15,779,059",Timms,670,France,Female,38,4,"119,625",2,1,1,"110,472",0
"1,046","15,785,980",Williford,588,Spain,Male,34,6,"121,132",2,1,0,"86,460",0
"1,047","15,644,200",Hamilton,807,Spain,Female,42,1,0,1,1,0,"16,501",1
"1,048","15,793,949",Cheng,726,France,Female,48,4,0,1,1,0,"114,020",1
"1,049","15,645,103",Su,812,Germany,Male,25,5,"54,818",1,1,0,"131,660",0
"1,050","15,705,860",McKenzie,631,Germany,Male,40,3,"107,949",1,1,0,"52,450",1
"1,051","15,623,828",Akobundu,682,France,Male,30,4,0,1,0,1,"161,465",0
"1,052","15,715,003",Ko,625,Spain,Female,49,2,"80,816",1,1,1,"20,019",0
"1,053","15,623,471",Marcelo,607,Germany,Male,38,3,"98,206",1,1,0,"176,318",0
"1,054","15,798,348",Chukwuebuka,600,Spain,Female,50,6,"94,684",1,1,1,"50,489",0
"1,055","15,743,016",MacDonald,602,Spain,Female,22,7,"141,605",1,1,0,"30,380",0
"1,056","15,769,499",Lampungmeiua,545,Spain,Female,74,3,0,2,1,1,"161,327",0
"1,057","15,798,521",Tai,675,Spain,Male,33,3,0,2,1,0,"45,348",0
"1,058","15,706,534",Enyinnaya,581,France,Female,47,1,"122,949",1,0,0,"180,252",1
"1,059","15,706,186",McKenzie,640,Germany,Male,33,8,"81,677",2,0,0,"34,926",0
"1,060","15,812,197",Kline,850,France,Male,38,7,"80,294",1,0,0,"126,556",0
"1,061","15,650,933",Ma,490,Spain,Female,48,8,"155,413",1,1,0,"187,921",0
"1,062","15,692,991",Wood,710,Spain,Female,38,4,0,2,1,1,"136,391",0
"1,063","15,631,189",Riggs,613,Germany,Male,38,9,"67,112",1,1,0,"78,567",1
"1,064","15,762,198",Capon,812,France,Male,34,5,"103,818",1,1,1,"166,038",0
"1,065","15,699,598",Smith,723,France,Female,20,4,0,2,1,1,"140,385",0
"1,066","15,692,744",Davison,512,France,Male,36,4,"152,169",2,0,0,"38,629",1
"1,067","15,688,963",Ingram,731,France,Female,52,10,0,1,1,1,"24,999",1
"1,068","15,599,131",Dilke,650,Germany,Male,26,4,"214,347",2,1,0,"128,815",0
"1,069","15,680,303",Gibson,594,France,Male,57,6,0,1,1,0,"19,377",1
"1,070","15,628,674",Iadanza,844,France,Male,40,7,"113,348",1,1,0,"31,904",1
"1,071","15,648,075",Hebert,686,Germany,Female,47,5,"170,936",1,1,0,"173,180",1
"1,072","15,586,970",Pinto,695,Germany,Male,52,8,"103,023",1,1,1,"22,486",0
"1,073","15,625,698",Dumetochukwu,624,Spain,Female,23,6,0,2,0,1,"196,669",0
"1,074","15,790,497",Ross,503,Spain,Male,37,6,0,2,0,0,"136,507",0
"1,075","15,682,618",Jamieson,535,France,Female,31,7,"111,855",2,1,1,"36,279",0
"1,076","15,762,937",Chiganu,743,Germany,Female,32,6,"140,349",2,1,1,"163,254",0
"1,077","15,750,929",Burgess,702,Spain,Male,39,8,0,2,1,0,"99,654",0
"1,078","15,729,832",Cheng,658,France,Male,29,3,"145,513",1,1,0,"20,207",0
"1,079","15,633,650",Woods,677,Germany,Female,41,8,"146,721",2,1,1,"4,196",0
"1,080","15,748,856",Liang,664,France,Male,32,10,"107,210",1,1,1,"112,340",0
"1,081","15,589,195",Bluett,766,Germany,Female,38,7,"130,934",1,0,1,"2,036",0
"1,082","15,699,911",Chapman,461,Spain,Female,35,8,0,1,1,0,"132,296",0
"1,083","15,663,438",Andrejew,688,Spain,Male,36,0,"89,772",1,1,0,"177,384",1
"1,084","15,692,583",Udobata,678,France,Female,32,5,0,2,1,0,"90,284",0
"1,085","15,591,257",Ejimofor,796,France,Male,24,8,0,2,1,0,"61,349",0
